CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
9dc96306,6930,10.1,201,2690,226,15.9,250,NA,2515,1.113,Full Saturated,96200,Very Strong,0.132,0.44,660,0.405,NA,80,36,NA,28.77,429.41,5320,308.81,185,0.6,NA,0.83,0.4874,NA,NA,6,NA,46.8,9000,35300,0,20900,0,4,NA,NA
bdc9672f,5540,29.7,197,4770,137,42.4,1170,0.5,NA,1.453,Near Saturation,106100,None,0.137,0.68,50,0.358,NA,380,45.5,49.3,174.73,197.32,2479921,424.68,14193,NA,NA,0.6384,0.28,NA,NA,1,NA,55.8,34000,23100,100,68700,23000,39,NA,11958.177429558082
250e7c6a,4390,43.3,165,1690,160,39.7,330,0.6,1550,1.17,Undersaturated,69000,Medium,0.138,0.72,250,0.292,180,570,17.2,NA,98.53,0.45,130581,0,NA,0.35,NA,0.947,0.3136,NA,NA,2,NA,55.9,40600,200,100,0,0,31,0,15143.879039673278
c70543fb,7870,6.3,228,3010,217,26.1,260,2.5,1754,1.1106,Near Saturation,64700,Very Strong,0.172,0.57,910,0.324,NA,150,38,NA,56.93,327.52,10961,0,193,NA,0.23,NA,0.46,NA,NA,NA,14,28.6,17000,52700,0,NA,0,4,NA,109328.71218995133
0b852e9b,10420,13.7,283,5360,226,19.7,190,NA,1518,1.0794,Near Saturation,45900,Strong,0.272,0.84,440,0.27,390,940,19.7,NA,185.45,58.11,25930,0,140,NA,NA,0.87,0.37,NA,NA,10,12,8.5,108000,84600,0,0,NA,7,0,69686.74987580079
94ec3a3d,5530,37.6,372,4850,170,45,1350,0.3,4391,1.35,Undersaturated,NA,Weak,0.167,0.58,150,0.214,120,1330,51.4,53.9,684.45,760.54,8786944,1737.14,12838,0.55,0.207,NA,0.2264,NA,NA,NA,NA,54.3,110000,88100,500,277600,40700,44,42,11023.464534316869
ffc8005d,10520,16.7,306,5110,247,31.6,480,1,NA,1.179,Near Saturation,43700,NA,0.236,0.58,440,NA,410,750,32.2,42.5,243.05,77.87,86632,0,356,0.48,NA,0.729,NA,NA,2.174,8,NA,11.7,92000,46500,0,0,NA,6,0,82931.02108698513
de6dfc4c,10870,19.8,184,6960,250,46.7,NA,0.2,6327,1.8357,Near Saturation,28300,Strong,0.183,0.66,240,0.177,210,470,33,48.5,155.07,0.01,1431296,0,9230,NA,0.19,0.82,0.1886,NA,2.566,NA,3,19.1,NA,0,300,0,300,8,2,54463.27735439336
e7074d07,7170,13,82,3590,208,35.6,70,1.3,NA,1.039,Highly Undersaturated,9100,Strong,0.279,0.75,670,0.171,680,270,36.9,42.4,100.42,62.95,5042,0,50,0.47,0.23,NA,NA,NA,NA,2,NA,19.2,33000,18400,0,0,NA,9,NA,55932.82424896024
24dd20de,8140,6.5,102,3470,201,20,140,7.7,NA,1.0711,Near Saturation,60200,Very Strong,0.194,0.44,870,0.328,620,40,33,34.3,13.9,184.64,1477,0,106,0.54,0.246,NA,0.36,NA,NA,NA,4,54.2,5000,18400,0,NA,NA,4,0,127339.2299522835
2b872067,1260,20.9,149,990,109,33.7,130,NA,535,1.04,Highly Undersaturated,106600,Weak,0.12,0.65,120,0.403,60,180,28.3,28,50.18,605.94,4843,660.24,97,NA,0.319,0.8094,0.235,NA,NA,NA,1,54.6,20000,48500,0,82900,0,55,32,8034.146398077084
a85974e3,9770,21,247,4890,206,39.4,1750,0.2,4714,1.703,Near Saturation,48200,Medium,0.196,0.67,130,0.216,110,650,26.3,57.2,170.54,0,513392,0,3010,0.22,0.2147,0.957,0.49,NA,NA,2,NA,9.1,79000,0,NA,0,800,18,5,25608.48126837518
d9b55723,1500,20.2,219,1050,NA,18.7,100,32,954,1.042,Undersaturated,120700,NA,0.128,0.65,110,0.442,NA,240,20.4,23.4,48.11,617.51,4872,674.3,101,0.56,NA,NA,0.46,NA,NA,1,NA,36.7,23000,56500,NA,NA,NA,35,NA,13280.835512080397
f7efe423,9040,25.9,191,4560,233,39.9,490,0.5,1732,1.18,Undersaturated,25800,Medium,0.221,0.66,260,0.192,240,930,22.5,23.6,209.92,3.47,105793,0,504,0.28,NA,0.846,0.35,NA,NA,NA,4,57.6,NA,400,NA,0,0,18,0,NA
8ff575fc,1720,23.9,354,1070,115,23.6,110,10.1,578,1.0379,Undersaturated,95900,Medium,0.12,0.57,180,0.393,80,530,11.5,11.6,61.54,1.04,19290,0,313,0.41,NA,NA,0.34,NA,NA,NA,NA,49.8,32000,300,0,0,0,20,0,22515.712034527387
18bb8524,9980,17.6,312,5450,211,17.8,50,21.7,444,1.041,Undersaturated,NA,Medium,0.262,0.44,640,0.217,490,680,30.3,37.7,206.01,703.22,7265,734.06,35,NA,NA,0.84,0.24,NA,NA,NA,NA,26,52000,111100,NA,NA,NA,7,NA,71027.452085654455
c7d6a8df,6630,17.9,70,3220,192,29.8,160,2,751,1.0645,Undersaturated,43300,Strong,0.225,0.6,380,0.255,300,180,33.1,NA,58.56,11.19,8056,0,138,0.44,0.2432,NA,0.3938,NA,NA,2,2,56.9,18000,1700,0,0,0,10,NA,NA
bf1dd8f1,2210,21.1,73,2150,127,43.5,520,0.8,1963,1.156,Undersaturated,81600,Weak,0.134,0.76,100,0.282,60,160,55.6,62.3,89.17,512.57,46812,624.64,525,0.68,0.2474,0.932,0.4613,NA,2.046,0,1,58.3,NA,31000,0,40700,0,49,28,10479.312742130393
22a07389,8850,28.2,355,5210,192,45,1410,0.2,4747,1.74,Undersaturated,59400,Weak,0.204,0.58,130,0.223,NA,1260,29.1,49.8,368,3.32,2066600,187.02,5616,0.29,NA,NA,0.41,NA,NA,2,NA,13.8,142000,2700,700,89800,700,21,15,23023.968597577186
257ad233,5180,5.1,166,2740,162,39.2,160,1.1,494,1.0572,Highly Undersaturated,25200,Medium,0.232,0.44,290,0.197,240,110,31.7,32.4,35.41,9.36,5408,0,153,0.38,NA,0.81,0.31,NA,NA,NA,NA,59.7,9000,NA,0,0,0,10,0,44117.47250333894
d2e01bbe,4740,5.3,70,2300,159,42.4,170,0.9,514,1.0619,Highly Undersaturated,22900,Medium,0.238,0.83,280,0.189,270,90,35.8,38.7,31.96,11.12,5031,0,NA,0.41,NA,0.9728,NA,NA,NA,1,2,56.2,8000,2000,0,0,0,9,0,56918.598066223785
61a1a36b,9490,15.2,266,5350,189,12.7,20,123.7,150,1.03,Highly Undersaturated,20000,Strong,0.288,0.74,950,0.245,760,840,19.7,24,165.34,1460.24,2047,1108.03,12,NA,NA,0.9648,0.479,NA,NA,16,17,35.2,85000,255400,0,102800,0,5,1,86584.85395836644
fccde9e2,11600,16.9,200,5780,221,26.8,NA,NA,NA,1.128,Near Saturation,16800,Strong,0.254,0.66,830,0.193,NA,710,25.6,49.1,181.08,104.4,42875,0,237,0.4,0.22,0.73,0.301,NA,NA,NA,NA,10.2,77000,90400,0,0,NA,6,0,79661.15282459941
8df22106,8230,28.7,285,3710,NA,40.5,120,0.8,432,1.059,Highly Undersaturated,NA,Very Strong,0.271,0.64,930,0.169,790,1810,28.9,NA,523.27,103.05,48918,0,93,NA,NA,0.7691,0.241,NA,NA,12,NA,14.7,147000,77500,0,0,NA,8,0,62959.70688984962
35de680d,8580,33.7,291,4980,193,26.1,420,2.2,2214,1.14,Near Saturation,70400,Weak,0.214,0.58,120,0.301,NA,1220,28.8,42.5,352.33,187.02,110061,577.99,312,0.5,0.273,0.93,0.21,NA,NA,NA,2,14.4,132100,113300,0,152100,NA,42,32,9980.574628839635
d07952aa,5040,12.2,234,3180,142,23.8,100,13.7,623,1.039,Undersaturated,63200,Weak,0.198,0.69,190,0.316,120,360,18.1,39.2,65.44,52.13,4823,112.12,74,0.44,0.295,0.9119,0.294,NA,NA,1,NA,10.3,39000,40100,0,63400,0,18,6,NA
37e38b61,4620,18,99,2320,164,43.2,370,0.9,1267,1.122,Undersaturated,61000,Medium,0.181,0.62,170,0.27,NA,220,16.4,15.7,36.3,0.14,28813,0,794,0.31,NA,0.82,0.39,NA,NA,1,NA,40.5,20100,NA,0,0,0,24,0,18682.522717280517
9ccbde43,4930,36.3,174,2750,141,20.5,NA,9.4,2245,1.1,NA,107800,Weak,0.152,0.65,120,0.41,NA,430,27.2,34.1,117.57,460.04,27527,589.84,234,0.57,0.2843,NA,NA,NA,NA,1,NA,31.2,NA,53400,0,64000,0,23,16,NA
e798b539,6210,32.4,86,3530,171,19.1,130,21.6,1105,1.05,NA,78700,Medium,0.196,0.77,250,0.357,150,350,9.3,10.4,32.57,2.5,3195,0,98,NA,0.29,0.901,0.21,NA,2.091,1,2,16,31000,NA,0,0,0,17,0,NA
e6d61b66,3240,20.7,212,2800,102,18.2,260,47.6,2226,1.0732,Full Saturated,118800,None,0.136,0.62,70,0.435,40,290,18.4,23,54.16,390.25,10653,449.2,197,NA,NA,0.8072,0.402,NA,NA,1,NA,38.5,26000,34900,0,58200,NA,18,15,26883.71614178759
963885e3,4270,10.6,327,1900,NA,14.3,40,71.1,461,1.034,Undersaturated,74900,Very Strong,0.163,0.79,850,0.383,430,430,16.7,29.7,71.58,235.93,2333,248.58,33,0.49,0.29,0.901,0.4905,NA,NA,20,NA,9.8,48000,145800,0,128200,NA,6,2,75416.13210452779
2b852ab2,4930,29.6,439,2310,160,15.5,60,56.5,649,1.0377,Undersaturated,79000,Strong,0.185,0.56,720,0.381,400,1190,22.5,NA,269.07,1579.14,12423,1853.62,46,0.52,0.28,NA,NA,NA,NA,10,NA,33.8,123000,168900,NA,195600,0,10,4,NA
5dc50c44,1200,7.4,313,860,97,45.6,180,1.7,538,1.0524,Highly Undersaturated,95000,NA,0.155,0.64,190,0.354,140,180,16.9,47.8,29.74,5.05,4077,48.41,137,0.47,0.26,NA,0.41,NA,NA,3,5,7.1,18000,10500,0,NA,NA,12,6,38256.20590536855
0c2b2178,3390,NA,411,5700,133,41.2,1700,0.6,5190,1.232,Near Saturation,113200,None,0.12,0.67,50,0.376,NA,560,22,55.8,123.99,2.24,374327,100.51,3019,0.43,0.25,0.8,0.2193,NA,1.357,1,2,7.6,62000,3000,400,127600,700,32,33,14562.892527152326
4d2fafb5,11430,38.1,333,5760,220,28.7,70,1.9,335,1.0511,Highly Undersaturated,3000,Strong,0.297,0.85,1500,0.157,NA,3660,56,61.2,2049.43,2490.59,107755,0,53,0.61,0.2198,0.912,NA,NA,NA,34,58,52.7,NA,355300,0,0,NA,NA,NA,82203.929694221
d14352ac,2080,28.3,108,1140,119,20,60,37.2,422,1.0286,Undersaturated,94000,Strong,0.159,0.61,360,0.4,200,210,11.6,13.2,24.63,6.22,1083,0,44,NA,0.286,NA,0.42,NA,NA,1,NA,29.8,20000,1100,NA,0,0,NA,0,12685.841910841064
ccf4a51e,2710,24.9,410,1180,169,NA,40,83.9,NA,1.0319,NA,87700,Very Strong,0.138,0.67,950,0.407,NA,740,21.1,NA,156.87,1208.69,4838,1324.79,31,0.53,0.2854,0.863,0.47,NA,NA,27,30,30.8,81000,123600,0,NA,NA,6,2,77934.63210696937
eb8b4f25,6430,24.5,293,3380,174,28.4,320,2.5,1638,1.106,Undersaturated,80900,Weak,0.209,0.55,190,0.334,NA,620,10.8,19.8,66.5,0.13,15834,0,238,NA,NA,NA,0.212,NA,NA,3,3,9.3,51000,100,0,0,NA,12,0,NA
92e5c733,7430,27.6,34,3930,156,32.3,410,1.4,1806,1.13,Undersaturated,73600,Medium,0.24,0.8,170,0.304,140,150,14.9,18.4,22.12,0.06,6694,0,303,0.35,0.241,NA,0.2,NA,NA,0,0,20,12500,0,0,0,NA,18,0,26765.875020314706
6b83193a,11980,24.5,63,5970,240,27.6,410,1,NA,1.1602,Near Saturation,3600,Very Strong,0.291,0.75,3430,0.157,NA,360,62.2,67.9,225,1219.09,68969,0,307,0.67,0.188,NA,0.4514,NA,2.5,NA,12,47.2,33000,132100,NA,0,0,5,0,NA
119edc1f,4260,30.6,122,2270,145,19.7,110,17.9,765,1.04,Undersaturated,81200,Medium,0.173,0.67,290,0.365,180,350,11.9,13.9,41.92,4.65,3282,0,78,0.41,NA,0.8599,0.3947,NA,NA,NA,NA,40.8,29900,1000,0,0,NA,18,0,NA
134a63c1,8180,7.1,367,4020,197,24,360,2.3,2313,1.1372,Near Saturation,68700,Medium,0.151,0.74,290,0.321,200,220,23,29.2,50.37,1.85,235810,0,4682,0.36,NA,0.92,0.4843,NA,2.139,NA,NA,39.7,24000,1100,0,0,NA,5,1,NA
0631266a,11120,25.8,264,5490,235,29.7,260,1.3,1405,1.1076,Undersaturated,19100,Strong,0.272,0.69,830,0.195,690,1310,41.4,46.2,541.79,1007.03,106270,0,196,0.5,0.217,NA,0.223,NA,2.406,10,NA,56.6,140000,126700,0,0,NA,7,0,60346.31064207144
1730646c,6600,16,145,3550,177,12.4,40,130.1,525,1.03,Undersaturated,NA,Strong,0.197,0.71,660,0.377,370,270,22.4,25.3,61.32,442.55,1819,370.68,30,0.51,NA,0.9,0.295,NA,2.83,6,9,35.1,30000,54600,0,36700,0,5,1,90299.90925854654
34e662de,1850,24.3,126,2070,115,21,20,115.9,69,1.016,Very Highly Undersaturated,67300,Weak,0.256,0.76,200,0.337,NA,540,20.6,NA,111.51,257.19,1409,370.39,13,NA,0.34,NA,0.16,NA,NA,1,2,16,65000,70400,0,115900,0,37,19,NA
c98e1523,10120,23.1,165,3980,236,33,690,0.4,3637,1.368,Near Saturation,61800,Very Strong,0.171,0.76,620,0.282,450,460,45.7,NA,210.3,448.06,253764,0,1207,0.62,0.199,0.891,0.43,NA,3,6,NA,59.5,56000,49200,100,0,NA,7,0,66014.56962362448
0ffd23e3,4180,16.9,135,2300,158,33.3,550,NA,2286,1.19,Near Saturation,97900,Weak,0.129,0.68,190,0.369,110,140,41.6,48,59.9,209.28,24780,279.07,414,0.63,0.2704,0.7849,NA,NA,NA,2,NA,39.8,16000,20400,0,NA,0,7,5,NA
4b52fce2,6130,10.7,228,2930,198,38,370,0.8,1367,1.1283,Undersaturated,50500,Medium,0.202,0.63,230,0.248,200,340,13.4,26.7,46.22,0.61,12782,0,277,0.34,0.23,NA,0.2041,NA,NA,NA,3,6.8,35000,800,0,0,NA,NA,0,47633.96964302519
ddcd5a5b,7700,19.3,180,4250,188,13.7,70,95.4,831,1.04,Near Saturation,75000,Medium,0.218,0.74,500,0.373,300,570,13.4,NA,76.67,71.03,3760,92.78,49,NA,0.299,NA,0.44,NA,NA,4,7,7.2,62000,64800,0,63600,NA,9,3,NA
a959c373,10720,15.4,173,5050,221,32.1,NA,1,256,1.05,Highly Undersaturated,2100,Very Strong,0.28,0.65,2630,0.154,2410,500,53.9,59.6,270.12,960.2,14365,0,53,0.61,0.209,NA,0.4037,NA,NA,NA,36,30.1,NA,172500,0,0,NA,4,0,125279.5870640577
fd260815,8110,18.6,289,4740,179,20.7,100,16.8,735,1.043,Undersaturated,51600,Weak,0.269,0.7,250,0.285,200,860,23.6,29.7,201.93,740.4,15108,895.52,75,0.45,NA,0.8933,0.3087,4.722,NA,3,5,31.4,66000,84100,NA,89100,0,10,5,44171.427020301344
60a31e2e,10920,10.3,326,5620,242,27.8,60,2.3,272,1.047,Highly Undersaturated,3400,Strong,0.284,0.75,1180,0.159,1030,690,51.5,56.8,356.03,1272.58,15899,0,45,0.58,0.24,NA,0.2,NA,NA,NA,31,32.2,73000,273200,0,0,NA,4,0,104896.2489934187
781af7f8,9220,17.3,218,5220,181,NA,120,27.2,1197,1.05,Near Saturation,62200,Weak,0.268,0.84,240,0.314,200,800,25.8,NA,205,371.78,19145,539.85,93,0.49,0.282,0.9534,0.17,3.36,NA,2,7,17.2,94000,89600,0,99700,0,15,4,31676.319432221353
d192b35d,5630,4.9,319,3180,152,35.2,410,1.2,1579,1.13,Undersaturated,71500,Medium,0.187,0.64,120,0.296,90,150,37.6,41.5,55.5,192.84,16905,247.76,305,0.56,0.256,0.688,0.468,NA,NA,2,NA,30.2,14000,25000,0,25900,NA,7,3,69774.91783161116
c1914c1e,3430,35.2,94,NA,133,13.2,20,793.2,197,1.022,Highly Undersaturated,79700,NA,0.211,0.64,480,0.393,250,380,13.4,NA,50.43,810.71,795,856.59,16,0.47,NA,0.821,0.214,NA,2.36,2,NA,42.7,37000,56600,0,58500,NA,15,6,29307.447356827324
82417d0d,7150,15.3,205,3160,211,36.3,130,1.1,512,1.06,Highly Undersaturated,21000,Strong,0.239,0.7,700,0.201,600,620,45,46.2,278.09,245.15,27669,0,NA,0.55,0.23,NA,0.14,NA,2.26,NA,7,32.2,57000,43200,0,0,NA,7,0,72076.75532820619
67e647aa,9170,27.3,262,4850,198,13.6,30,69.9,293,1.0348,Highly Undersaturated,32900,Strong,0.275,0.59,1270,0.287,920,1060,22.5,37.3,239.21,342.1,4647,250.97,19,NA,0.28,NA,0.2062,NA,NA,18,NA,9.5,109000,312000,0,144400,NA,6,2,72258.2059137494
29827e48,8590,9.6,147,4170,218,18.7,230,7.7,2189,1.1,Near Saturation,74900,Strong,0.159,0.46,480,0.354,270,110,25.1,NA,26.38,170.35,4574,126.08,173,0.51,0.2675,0.89,NA,NA,1.966,2,NA,34.3,10000,21200,NA,12800,NA,NA,1,84932.05162610393
63a6f791,7750,15.2,469,3810,205,43.9,430,0.6,1443,1.1534,Undersaturated,26000,Medium,0.235,0.54,270,0.189,230,1060,25.4,NA,268.03,5.39,105064,0,392,0.32,NA,NA,0.437,NA,NA,4,NA,31.7,87000,700,0,0,NA,16,0,31960.29263764067
4b8117c6,6070,33.7,87,2270,220,20.3,160,5.1,1315,1.0802,NA,67400,NA,0.132,0.69,920,0.345,NA,230,26.3,28.3,60.46,96.05,10446,0,173,0.47,NA,0.84,0.4875,NA,NA,3,NA,32.4,17000,15700,0,0,NA,9,0,52905.06044451613
109e6b8f,7820,19.1,263,4440,152,NA,40,3.1,133,1.03,Very Highly Undersaturated,10300,Medium,0.295,0.79,540,0.176,530,1250,27.6,28.7,344.24,122.04,10757,0,31,NA,NA,NA,0.37,NA,NA,7,13,45.5,96000,32100,0,0,0,10,0,47027.95038603712
17472530,11820,32.6,360,5870,239,40.7,540,0.4,1898,1.21,Undersaturated,2500,Very Strong,0.285,0.64,1040,0.152,NA,2070,50.6,54.1,1050.31,1386.26,428616,0,408,0.57,0.19,NA,NA,NA,2.546,NA,NA,39.9,192000,194300,100,0,NA,5,NA,100889.56966527505
e3acab5b,7310,28.6,299,3380,190,44.1,640,0.4,2033,1.2347,Undersaturated,31200,Medium,0.211,0.61,240,0.194,210,1150,22.5,NA,258.84,1.99,291142,0,1125,0.27,NA,0.904,0.5,NA,NA,3,NA,53.1,109900,300,100,0,NA,17,0,NA
1a6d302f,7650,29.6,77,3700,224,36.4,760,0.3,3377,1.3364,Undersaturated,72500,Very Strong,0.144,0.62,300,0.294,240,180,36.6,45.7,66.92,0,665746,0,9949,NA,0.21,0.6413,0.27,NA,NA,NA,1,37.8,NA,0,100,0,1600,10,2,50041.25172881875
9a11c869,2640,13.2,374,1960,116,34.6,NA,3.1,1070,1.07,Undersaturated,96100,Weak,0.152,0.6,110,0.365,NA,460,29,41.2,132.75,176.56,25581,322.63,193,NA,0.298,0.7149,0.2,NA,2.29,2,NA,15.2,57000,59000,0,97000,0,16,11,29412.55555312855
e2ae161e,9100,9.5,427,5020,200,44.8,790,0.4,2448,1.28,Undersaturated,29800,Weak,0.246,0.7,100,0.185,100,840,14.7,49.3,122.61,0.36,72663,135.76,593,0.3,NA,0.74,0.32,NA,NA,NA,NA,6.6,79000,1200,0,102100,NA,17,NA,NA
786c5374,9780,11,84,5090,205,35.9,620,0.6,2361,1.2191,Undersaturated,49700,Medium,0.263,0.63,160,0.236,150,150,27.1,NA,40.32,2.13,31727,0,787,NA,0.225,0.77,0.36,NA,NA,1,1,38.2,12000,400,0,0,0,9,0,55474.36196925701
a5062a75,6380,26.2,192,3120,170,20.4,200,9.3,1586,1.08,Near Saturation,87800,Strong,0.19,0.55,310,0.373,210,490,20.3,20,100.29,29.97,26905,0,268,0.45,0.26,0.83,NA,NA,NA,3,NA,42.6,45000,5100,0,0,0,13,0,33402.984393210274
4e2a460a,5140,10.2,179,4170,151,19.2,430,8,3800,1.1337,Full Saturated,118900,Weak,0.124,0.87,160,0.433,80,150,27.6,28.7,40.37,139.45,298098,178.94,7384,0.54,NA,NA,0.3,NA,NA,NA,NA,56.3,11000,9100,NA,19600,0,NA,5,NA
b0e297e0,7780,22.7,278,3590,202,36.5,NA,0.5,2508,1.257,Undersaturated,62500,Medium,0.207,0.52,240,0.268,180,630,14,NA,87.56,0.63,45362,0,NA,0.34,0.219,0.8641,0.4593,NA,2.206,3,4,8.1,64300,600,0,0,NA,9,NA,NA
d2955037,9840,38.4,412,4720,222,22.2,170,3.7,1236,NA,Undersaturated,37900,Very Strong,0.247,0.64,790,0.256,670,3180,25.5,28.7,809.44,954,102994,0,127,NA,0.24,0.932,0.39,NA,1.258,19,NA,29.3,334100,200600,0,0,0,NA,0,NA
c17810ac,5200,6.6,180,2800,165,35.1,230,1.1,770,1.076,Highly Undersaturated,36100,Medium,0.214,0.59,220,0.217,NA,140,25,26.2,36.03,3.9,6032,0,167,0.36,0.2442,NA,0.402,4.34,2.132,2,2,26.8,17000,900,0,0,0,7,NA,66594.37053028877
a6a68c62,11870,37.6,168,5850,246,43.1,1640,0.2,4571,1.6461,Near Saturation,8900,Very Strong,0.271,0.41,840,0.159,760,880,47.6,51.4,420.45,43.01,4131064,0,9825,NA,0.19,0.7852,0.3698,NA,NA,NA,NA,45.8,86000,4300,300,0,NA,9,2,53065.31556486734
729d0201,2740,15.4,103,1730,117,11.5,10,3900.5,11,1.0184,Very Highly Undersaturated,105500,Medium,0.222,0.79,890,0.442,450,200,9.6,10.4,19.59,450.66,90,441.07,5,0.5,0.338,0.8692,0.48,NA,2.736,NA,10,38.4,17000,51700,0,49200,0,6,2,NA
0882cdf1,4450,18.4,370,2090,174,16.6,10,72.6,65,1.02,Very Highly Undersaturated,22000,NA,0.259,0.81,2050,0.262,1320,1250,27.1,29.2,338.68,3007.98,2463,2422.3,7,0.46,NA,NA,0.542,NA,NA,44,63,41.3,95000,315400,NA,196600,NA,5,1,88175.38016907871
6ffb1442,7500,15.4,306,3970,194,33.4,NA,1,1832,1.15,Undersaturated,56500,Medium,0.173,0.49,180,0.27,120,390,19.9,20.2,78.32,2.64,49921,0,637,0.35,NA,0.929,0.46,NA,NA,NA,3,21.9,44000,700,NA,0,0,13,0,38539.78316518434
d63eb66b,8980,19.6,120,4640,204,23.2,350,3.3,2455,1.13,Near Saturation,71800,Medium,0.184,0.57,260,0.326,NA,200,15.9,21,32.26,0.01,110871,0,3437,NA,NA,0.8408,0.303,NA,NA,2,3,26.6,18000,0,0,0,NA,7,1,64082.346184155074
7200f0ea,9560,14.5,70,4840,226,19.1,290,5.1,2261,1.1097,Near Saturation,NA,Medium,0.231,0.69,340,0.33,280,130,30.8,32.6,40.07,43.37,8547,0,213,NA,NA,NA,0.297,NA,NA,NA,NA,34.2,14000,8100,0,0,0,9,0,NA
67dcf03c,10270,19,160,4340,222,43.3,150,0.7,556,1.074,Highly Undersaturated,5400,Very Strong,0.282,0.75,2490,0.161,2060,760,62.8,NA,477.26,1122.63,54270,0,114,NA,0.192,0.85,0.28,NA,NA,18,NA,32.3,87000,182500,0,NA,0,5,0,NA
e1abffa1,11290,6.6,217,5800,222,17.5,130,11,1314,1.0659,Near Saturation,NA,Medium,0.287,0.53,560,0.242,NA,240,33.9,42.4,82.74,452.04,7873,278.06,95,0.49,0.2537,NA,0.213,NA,NA,4,5,36.3,25000,NA,NA,28800,NA,5,1,94916.99951016926
2076c682,9420,26.4,258,4430,223,18.3,60,9.2,533,1.048,Undersaturated,25500,Very Strong,0.265,0.68,1380,0.242,1190,1290,34.8,42.5,448.17,910.16,21790,0,49,0.5,NA,0.8,NA,NA,NA,28,NA,18.2,147000,271000,0,0,NA,5,0,89156.14882895141
abf9d2f4,1980,33.3,247,1260,106,15.1,80,142.8,NA,1.03,NA,113200,NA,0.144,0.69,180,0.433,90,610,19.5,22.6,119.17,1857.29,7023,1990.55,59,NA,NA,NA,0.325,NA,NA,3,NA,44.8,62000,132800,0,214400,0,33,27,NA
8a8fc5c1,7590,21.6,131,4000,194,20.8,100,10.4,771,1.05,Undersaturated,51100,Strong,0.236,0.48,380,0.293,340,280,21.4,NA,61.06,31.53,4804,0,79,NA,0.26,0.71,0.2775,NA,2.699,2,NA,17.2,31000,11300,0,0,0,10,0,48983.04662462091
f9b5530a,8870,31.8,287,4000,219,20.5,300,4.5,2518,1.12,Near Saturation,78500,NA,0.181,0.84,550,0.356,380,1390,17.7,18.3,245.61,10.53,1274004,0,5187,0.38,0.24,NA,0.49,NA,NA,8,14,59.1,106000,5400,100,0,400,11,2,45724.84604444683
28bb914b,8560,26.8,154,4190,203,27.5,120,2.4,NA,1.06,Undersaturated,28200,Medium,0.268,0.69,660,NA,530,870,28.4,30,247.01,216.95,22819,0,92,0.41,0.23,NA,0.28,NA,NA,NA,NA,39.5,70000,40800,0,0,0,9,0,50607.75550476392
3a6d3406,2070,16.2,363,1870,116,30.7,290,3.6,1715,1.078,Undersaturated,118000,Medium,0.126,0.6,170,0.428,100,320,30.2,35.9,97.06,488.97,27662,601.19,285,NA,0.2654,0.94,NA,NA,NA,NA,NA,26.1,NA,74300,NA,93800,NA,15,13,NA
9045d6b4,2070,19.8,412,1090,134,27.2,170,5.6,894,1.059,Undersaturated,101200,Medium,0.124,0.85,220,0.4,110,620,14.5,15.8,90.1,1.82,53629,0,595,0.45,NA,0.946,0.27,NA,NA,8,NA,48.2,34000,800,NA,0,0,12,0,NA
04df2e22,11250,8.6,200,5810,209,26,160,2.5,971,1.0741,Undersaturated,12800,Medium,0.279,0.77,510,0.181,400,370,36.4,38.7,133.33,143.21,15869,0,119,0.47,0.25,NA,0.346,NA,NA,6,NA,19.8,28000,NA,0,0,NA,5,0,91234.32717320393
7049bddf,7720,25.4,191,4400,174,39.4,1160,0.4,3809,1.4251,Near Saturation,82700,Weak,0.17,0.5,130,0.304,90,330,49.7,NA,166.48,216.27,144393,447.78,867,0.65,NA,NA,0.5247,NA,NA,1,NA,45.1,23300,24700,0,NA,NA,13,7,32365.69694971863
46de4950,10270,24.8,125,4870,225,37.9,280,0.6,1090,1.11,Undersaturated,10900,Strong,0.268,0.51,730,0.169,NA,480,44.8,NA,217.18,83.06,46006,0,212,NA,0.204,NA,0.4117,NA,NA,NA,NA,22.6,36000,23600,0,0,0,12,0,34481.22725553549
223f8bb7,1390,21.3,263,1090,99,44.2,230,1.7,989,1.089,Highly Undersaturated,111700,Weak,0.131,0.53,60,0.395,30,330,2,2.1,6.52,0,774412,1.45,118717,0.34,NA,NA,0.16,NA,NA,NA,NA,11.4,23500,NA,NA,157500,50400,75,71,NA
d135f620,6970,13.6,346,2910,185,23,340,2.6,2266,1.136,Near Saturation,85200,Strong,0.157,0.65,410,0.363,260,420,12.3,15.6,51.52,0,448505,0,8706,0.33,0.243,NA,0.48,NA,NA,6,12,45.2,42000,0,NA,0,2400,8,2,61184.80714205725
